entry_id,employee_id,project_id,entry_date,hours,billable_status
56,6,1,2024-08-05,1.5,Billable
57,6,1,2024-08-06,2.2,Billable
58,6,1,2024-08-09,2.0,Billable
59,6,1,2024-08-13,1.6,Billable
60,6,1,2024-08-15,1.8,Billable
61,6,1,2024-08-19,1.5,Billable
62,6,1,2024-08-20,2.0,Billable
63,6,1,2024-08-22,2.0,Billable
64,6,1,2024-08-23,1.9,Billable
65,6,1,2024-08-26,2.1,Billable
66,6,1,2024-08-28,1.9,Billable
67,6,1,2024-08-29,1.4,Billable
68,6,1,2024-08-30,1.7,Billable
69,6,1,2024-09-02,2.2,Billable
70,6,1,2024-09-03,1.9,Billable
71,6,1,2024-09-05,2.0,Billable
72,6,1,2024-09-06,2.0,Billable
73,6,1,2024-09-09,2.1,Billable
74,6,1,2024-09-10,2.1,Billable
75,6,1,2024-09-11,1.6,Billable
76,6,1,2024-09-12,2.2,Billable
77,6,1,2024-09-13,1.9,Billable
78,6,1,2024-09-17,2.3,Billable
79,6,1,2024-09-18,2.2,Billable
80,6,1,2024-09-19,2.0,Billable
81,6,1,2024-09-23,2.3,Billable
82,6,1,2024-09-24,1.6,Billable
83,6,1,2024-09-25,2.1,Billable
84,6,1,2024-09-26,2.1,Billable
85,6,1,2024-09-27,1.6,Billable
86,6,1,2024-09-30,2.1,Billable
87,6,1,2024-10-01,1.9,Billable
88,6,1,2024-10-02,1.9,Billable
89,6,1,2024-10-03,2.3,Non-billable
90,6,1,2024-10-04,1.9,Billable
91,6,1,2024-10-07,2.0,Billable
92,6,1,2024-10-09,2.2,Billable
93,6,1,2024-10-10,2.0,Billable
94,6,1,2024-10-11,2.1,Billable
95,6,1,2024-10-14,1.8,Billable
96,6,1,2024-10-15,1.9,Billable
97,6,1,2024-10-16,2.2,Non-billable
98,6,1,2024-10-17,1.9,Billable
99,6,1,2024-10-18,1.7,Billable
100,6,1,2024-10-21,2.1,Billable
101,6,1,2024-10-22,1.9,Billable
102,6,1,2024-10-23,2.1,Billable
103,6,1,2024-10-24,1.9,Billable
104,6,1,2024-10-25,1.8,Non-billable
105,6,1,2024-10-28,2.0,Billable
106,6,1,2024-10-29,2.2,Billable
107,6,1,2024-10-30,2.3,Billable
108,6,1,2024-10-31,1.7,Billable
109,6,1,2024-11-01,2.0,Billable
110,6,1,2024-11-04,2.0,Billable
111,6,1,2024-11-05,2.0,Billable
112,6,1,2024-11-06,1.9,Non-billable
113,6,1,2024-11-07,2.0,Billable
114,6,1,2024-11-08,2.4,Billable
115,6,1,2024-11-11,2.0,Billable
116,6,1,2024-11-12,2.0,Non-billable
117,6,1,2024-11-13,2.1,Billable
118,6,1,2024-11-14,2.0,Billable
119,6,1,2024-11-15,1.7,Billable
120,6,1,2024-11-18,1.8,Billable
121,6,1,2024-11-19,2.2,Non-billable
122,6,1,2024-11-22,2.2,Non-billable
123,6,1,2024-11-25,2.1,Billable
124,10,1,2024-05-08,4.1,Billable
125,10,1,2024-05-09,4.0,Billable
126,10,1,2024-05-14,3.9,Billable
127,10,1,2024-05-15,4.4,Billable
128,10,1,2024-05-17,4.3,Billable
129,10,1,2024-05-20,3.7,Non-billable
130,10,1,2024-05-21,4.9,Billable
131,10,1,2024-05-22,3.3,Billable
132,10,1,2024-05-23,3.6,Billable
133,10,1,2024-05-24,3.9,Billable
134,10,1,2024-05-28,3.5,Billable
135,10,1,2024-05-30,4.2,Billable
136,10,1,2024-06-03,3.8,Billable
137,10,1,2024-06-05,3.6,Billable
138,10,1,2024-06-06,3.6,Non-billable
139,10,1,2024-06-07,3.7,Billable
140,10,1,2024-06-10,3.7,Non-billable
141,10,1,2024-06-11,3.8,Billable
142,10,1,2024-06-13,4.2,Billable
143,10,1,2024-06-14,4.4,Billable
144,10,1,2024-06-17,3.5,Non-billable
145,10,1,2024-06-19,3.6,Billable
146,10,1,2024-06-20,3.0,Billable
147,10,1,2024-06-24,3.3,Billable
148,10,1,2024-06-26,3.9,Billable
149,10,1,2024-06-27,3.4,Billable
150,10,1,2024-06-28,3.9,Billable
151,10,1,2024-07-01,3.9,Billable
152,10,1,2024-07-02,3.6,Billable
153,10,1,2024-07-04,3.8,Billable
154,10,1,2024-07-05,4.2,Billable
155,10,1,2024-07-08,3.6,Billable
156,10,1,2024-07-09,3.6,Billable
157,10,1,2024-07-10,2.9,Billable
158,10,1,2024-07-11,3.7,Billable
159,10,1,2024-07-12,3.5,Billable
160,10,1,2024-07-15,4.2,Billable
161,10,1,2024-07-16,3.0,Billable
162,10,1,2024-07-17,2.8,Billable
163,10,1,2024-07-18,3.7,Billable
164,10,1,2024-07-19,2.8,Billable
165,10,1,2024-07-22,3.9,Non-billable
166,10,1,2024-07-23,3.5,Non-billable
167,10,1,2024-07-24,3.5,Billable
168,10,1,2024-07-25,2.8,Billable
169,10,1,2024-07-26,3.7,Billable
170,10,1,2024-07-29,4.0,Billable
171,10,1,2024-07-30,2.9,Non-billable
172,10,1,2024-07-31,3.4,Billable
173,10,1,2024-08-01,3.1,Billable
174,10,1,2024-08-02,3.8,Billable
175,10,1,2024-08-06,3.4,Billable
176,10,1,2024-08-07,2.9,Billable
177,10,1,2024-08-09,4.1,Non-billable
178,10,1,2024-08-13,3.7,Billable
179,10,1,2024-08-14,3.5,Billable
180,10,1,2024-08-15,3.1,Billable
181,10,1,2024-08-16,3.0,Non-billable
182,10,1,2024-08-19,3.0,Billable
183,10,1,2024-08-20,3.9,Billable
184,10,1,2024-08-21,4.4,Billable
185,10,1,2024-08-23,3.1,Billable
186,10,1,2024-08-26,3.6,Billable
187,10,1,2024-08-27,4.0,Billable
188,10,1,2024-08-28,3.6,Non-billable
189,10,1,2024-08-29,3.7,Billable
190,10,1,2024-08-30,3.9,Billable
191,10,1,2024-09-02,3.7,Billable
192,10,1,2024-09-03,4.4,Billable
193,10,1,2024-09-04,3.3,Billable
194,10,1,2024-09-05,4.3,Billable
195,10,1,2024-09-09,4.3,Billable
196,10,1,2024-09-10,4.2,Billable
197,10,1,2024-09-11,3.9,Billable
198,10,1,2024-09-12,3.9,Billable
199,10,1,2024-09-13,3.8,Billable
200,10,1,2024-09-16,3.5,Billable
201,10,1,2024-09-17,4.5,Billable
202,10,1,2024-09-18,3.8,Billable
203,10,1,2024-09-19,4.1,Billable
204,10,1,2024-09-20,3.9,Non-billable
205,10,1,2024-09-23,4.6,Billable
206,10,1,2024-09-24,4.2,Billable
207,10,1,2024-09-25,3.7,Billable
208,10,1,2024-09-26,4.0,Billable
209,10,1,2024-09-27,4.0,Billable
210,10,1,2024-09-30,3.4,Billable
211,10,1,2024-10-01,4.0,Billable
212,10,1,2024-10-02,3.9,Billable
213,10,1,2024-10-04,3.6,Billable
214,10,1,2024-10-07,4.4,Billable
215,10,1,2024-10-08,4.7,Billable
216,10,1,2024-10-10,4.8,Non-billable
217,10,1,2024-10-11,3.4,Billable
218,10,1,2024-10-14,4.0,Billable
219,10,1,2024-10-15,3.9,Billable
220,10,1,2024-10-16,3.9,Non-billable
221,10,1,2024-10-17,4.6,Billable
222,10,1,2024-10-18,4.5,Billable
223,10,1,2024-10-21,4.6,Non-billable
224,10,1,2024-10-22,3.7,Billable
225,10,1,2024-10-23,4.1,Billable
226,10,1,2024-10-24,4.4,Non-billable
227,10,1,2024-10-25,4.2,Billable
228,10,1,2024-10-29,4.2,Billable
229,10,1,2024-10-30,4.5,Billable
230,10,1,2024-10-31,4.7,Billable
231,10,1,2024-11-01,3.9,Billable
232,10,1,2024-11-04,3.1,Billable
233,10,1,2024-11-05,3.5,Billable
234,10,1,2024-11-06,3.6,Non-billable
235,10,1,2024-11-07,4.6,Billable
236,10,1,2024-11-08,4.1,Billable
237,10,1,2024-11-11,3.6,Billable
238,10,1,2024-11-13,4.9,Billable
239,10,1,2024-11-15,4.0,Billable
240,10,1,2024-11-18,3.4,Non-billable
241,10,1,2024-11-21,3.7,Billable
242,10,1,2024-11-22,3.7,Billable
243,10,1,2024-11-25,4.4,Billable
244,21,1,2024-05-02,1.7,Billable
245,21,1,2024-05-06,1.8,Billable
246,21,1,2024-05-07,2.2,Billable
247,21,1,2024-05-08,1.6,Billable
248,21,1,2024-05-13,2.0,Billable
249,21,1,2024-05-14,1.9,Non-billable
250,21,1,2024-05-15,1.8,Non-billable
251,21,1,2024-05-16,1.9,Billable
252,21,1,2024-05-17,1.9,Billable
253,21,1,2024-05-21,2.2,Billable
254,21,1,2024-05-22,2.1,Billable
255,21,1,2024-05-24,1.6,Billable
256,21,1,2024-05-27,2.1,Non-billable
257,21,1,2024-05-28,2.0,Billable
258,21,1,2024-05-29,2.1,Billable
259,21,1,2024-05-30,1.8,Billable
260,21,1,2024-05-31,2.2,Billable
261,21,1,2024-06-03,1.7,Billable
262,21,1,2024-06-04,1.9,Non-billable
263,21,1,2024-06-05,1.7,Billable
264,21,1,2024-06-06,1.6,Non-billable
265,21,1,2024-06-07,2.1,Billable
266,21,1,2024-06-10,1.5,Non-billable
267,21,1,2024-06-11,1.8,Billable
268,21,1,2024-06-12,2.0,Billable
269,21,1,2024-06-13,1.8,Billable
270,21,1,2024-06-14,2.0,Billable
271,21,1,2024-06-17,1.9,Billable
272,21,1,2024-06-18,1.5,Billable
273,21,1,2024-06-19,1.8,Billable
274,21,1,2024-06-21,1.8,Billable
275,21,1,2024-06-24,1.4,Billable
276,21,1,2024-06-25,1.7,Billable
277,21,1,2024-06-26,1.7,Billable
278,21,1,2024-06-28,1.8,Billable
279,21,1,2024-07-01,1.6,Billable
280,21,1,2024-07-02,1.6,Billable
281,21,1,2024-07-03,2.1,Billable
282,21,1,2024-07-05,1.8,Billable
283,21,1,2024-07-08,1.7,Billable
284,21,1,2024-07-09,1.9,Billable
285,21,1,2024-07-10,1.6,Billable
286,21,1,2024-07-12,1.8,Billable
287,21,1,2024-07-15,2.1,Billable
288,21,1,2024-07-16,1.8,Billable
289,21,1,2024-07-17,2.0,Billable
290,21,1,2024-07-18,1.7,Billable
291,21,1,2024-07-19,2.1,Billable
292,21,1,2024-07-22,1.6,Non-billable
293,21,1,2024-07-23,1.9,Billable
294,21,1,2024-07-25,2.1,Billable
295,21,1,2024-07-26,1.8,Billable
296,21,1,2024-07-29,1.8,Billable
297,21,1,2024-07-30,1.9,Billable
298,21,1,2024-07-31,1.6,Billable
299,21,1,2024-08-01,1.5,Billable
300,21,1,2024-08-02,2.0,Billable
301,21,1,2024-08-05,1.7,Billable
302,21,1,2024-08-06,1.9,Billable
303,21,1,2024-08-07,1.9,Billable
304,21,1,2024-08-08,1.5,Billable
305,21,1,2024-08-09,1.7,Billable
306,21,1,2024-08-12,1.6,Billable
307,21,1,2024-08-13,1.8,Billable
308,29,1,2024-05-02,6.3,Billable
309,29,1,2024-05-03,4.8,Billable
310,29,1,2024-05-06,6.2,Billable
311,29,1,2024-05-08,6.2,Billable
312,29,1,2024-05-09,5.8,Billable
313,29,1,2024-05-10,5.9,Non-billable
314,29,1,2024-05-13,6.5,Billable
315,29,1,2024-05-14,6.4,Billable
316,29,1,2024-05-15,6.4,Billable
317,29,1,2024-05-16,5.9,Billable
318,29,1,2024-05-20,6.1,Billable
319,29,1,2024-05-21,6.7,Billable
320,29,1,2024-05-22,6.4,Billable
321,29,1,2024-05-23,5.2,Billable
322,29,1,2024-05-24,6.4,Non-billable
323,29,1,2024-05-28,6.3,Billable
324,29,1,2024-05-29,6.8,Billable
325,29,1,2024-05-30,5.3,Billable
326,29,1,2024-05-31,5.4,Billable
327,29,1,2024-06-03,6.0,Billable
328,29,1,2024-06-04,5.1,Billable
329,29,1,2024-06-05,6.7,Billable
330,29,1,2024-06-06,5.7,Billable
331,29,1,2024-06-07,6.0,Billable
332,29,1,2024-06-10,5.1,Billable
333,29,1,2024-06-11,6.1,Billable
334,29,1,2024-06-12,5.2,Billable
335,29,1,2024-06-13,5.0,Billable
336,29,1,2024-06-14,6.2,Billable
337,29,1,2024-06-17,5.3,Billable
338,29,1,2024-06-18,5.9,Billable
339,29,1,2024-06-19,6.7,Billable
340,29,1,2024-06-20,5.9,Billable
341,29,1,2024-06-21,5.0,Billable
342,29,1,2024-06-24,5.2,Non-billable
343,29,1,2024-06-25,5.9,Billable
344,29,1,2024-06-26,5.0,Billable
345,29,1,2024-06-27,5.3,Billable
346,29,1,2024-06-28,4.4,Billable
347,29,1,2024-07-01,4.7,Billable
348,29,1,2024-07-02,4.9,Billable
349,29,1,2024-07-03,5.1,Billable
350,29,1,2024-07-04,4.5,Billable
351,29,1,2024-07-05,4.9,Non-billable
352,29,1,2024-07-08,5.4,Billable
353,29,1,2024-07-09,5.0,Non-billable
354,29,1,2024-07-10,5.4,Billable
355,29,1,2024-07-11,4.8,Non-billable
356,29,1,2024-07-12,5.7,Billable
357,29,1,2024-07-15,4.8,Billable
358,29,1,2024-07-16,4.6,Billable
359,29,1,2024-07-18,5.2,Billable
360,29,1,2024-07-22,5.4,Billable
361,29,1,2024-07-23,6.1,Billable
362,29,1,2024-07-24,5.8,Billable
363,29,1,2024-07-26,5.6,Billable
364,29,1,2024-07-30,5.5,Billable
365,29,1,2024-07-31,5.5,Billable
366,29,1,2024-08-01,4.8,Billable
367,29,1,2024-08-02,5.0,Billable
368,29,1,2024-08-05,5.6,Billable
369,29,1,2024-08-06,4.1,Billable
370,29,1,2024-08-07,5.3,Billable
371,29,1,2024-08-08,5.4,Billable
372,29,1,2024-08-09,6.3,Billable
373,29,1,2024-08-12,5.5,Billable
374,29,1,2024-08-13,4.9,Billable
375,29,1,2024-08-14,5.5,Non-billable
376,29,1,2024-08-15,4.6,Billable
377,29,1,2024-08-16,6.1,Billable
378,29,1,2024-08-19,4.4,Billable
379,29,1,2024-08-21,6.0,Billable
380,29,1,2024-08-22,4.8,Billable
381,29,1,2024-08-23,4.7,Billable
382,29,1,2024-08-26,5.2,Billable
383,29,1,2024-08-27,4.7,Billable
384,29,1,2024-08-28,6.3,Billable
385,29,1,2024-08-29,5.6,Billable
386,29,1,2024-08-30,5.1,Billable
387,29,1,2024-09-02,5.0,Billable
388,29,1,2024-09-03,6.0,Billable
389,29,1,2024-09-04,5.5,Billable
390,29,1,2024-09-05,5.2,Billable
391,29,1,2024-09-06,5.1,Non-billable
392,29,1,2024-09-09,6.5,Non-billable
393,29,1,2024-09-10,6.7,Billable
394,29,1,2024-09-11,6.2,Billable
395,29,1,2024-09-12,5.2,Billable
396,29,1,2024-09-13,6.6,Billable
397,29,1,2024-09-16,6.7,Billable
398,29,1,2024-09-17,5.3,Billable
399,29,1,2024-09-18,4.8,Billable
400,29,1,2024-09-19,5.7,Billable
401,29,1,2024-09-23,6.2,Billable
402,29,1,2024-09-25,6.8,Non-billable
403,29,1,2024-09-27,4.8,Non-billable
404,29,1,2024-09-30,5.6,Billable
405,29,1,2024-10-01,5.2,Billable
406,29,1,2024-10-02,5.2,Billable
407,29,1,2024-10-03,7.4,Billable
408,29,1,2024-10-04,5.8,Billable
409,29,1,2024-10-07,6.0,Billable
410,29,1,2024-10-08,6.6,Billable
411,29,1,2024-10-09,6.9,Billable
412,29,1,2024-10-10,6.5,Billable
413,29,1,2024-10-11,6.6,Billable
414,29,1,2024-10-14,5.7,Billable
415,29,1,2024-10-15,5.8,Billable
416,29,1,2024-10-16,5.4,Billable
417,29,1,2024-10-17,5.5,Billable
418,29,1,2024-10-18,6.3,Billable
419,29,1,2024-10-21,5.2,Billable
420,29,1,2024-10-22,5.8,Non-billable
421,29,1,2024-10-23,6.9,Billable
422,29,1,2024-10-24,6.4,Billable
423,29,1,2024-10-25,5.9,Billable
424,29,1,2024-10-28,5.7,Billable
425,29,1,2024-10-29,6.7,Billable
426,29,1,2024-10-30,5.7,Billable
427,29,1,2024-10-31,5.9,Billable
428,29,1,2024-11-05,6.0,Billable
429,29,1,2024-11-06,5.1,Billable
430,29,1,2024-11-07,6.6,Billable
431,29,1,2024-11-08,7.3,Billable
432,29,1,2024-11-11,5.0,Billable
433,29,1,2024-11-12,4.8,Billable
434,29,1,2024-11-13,5.6,Billable
435,29,1,2024-11-14,5.6,Billable
436,29,1,2024-11-15,5.7,Billable
437,29,1,2024-11-18,6.0,Billable
438,29,1,2024-11-19,5.0,Billable
439,29,1,2024-11-20,6.7,Billable
440,29,1,2024-11-21,5.0,Billable
441,29,1,2024-11-22,6.6,Non-billable
442,29,1,2024-11-25,6.4,Billable
443,17,2,2023-07-11,5.9,Billable
444,17,2,2023-07-12,5.4,Billable
445,17,2,2023-07-13,5.7,Billable
446,17,2,2023-07-14,5.7,Billable
447,17,2,2023-07-17,5.8,Non-billable
448,17,2,2023-07-18,5.8,Billable
449,17,2,2023-07-19,4.9,Billable
450,17,2,2023-07-20,5.0,Non-billable
451,17,2,2023-07-21,5.2,Billable
452,17,2,2023-07-24,6.2,Billable
453,17,2,2023-07-25,5.4,Billable
454,17,2,2023-07-26,5.0,Billable
455,17,2,2023-07-27,6.4,Billable
456,17,2,2023-07-28,4.8,Billable
457,17,2,2023-08-01,4.9,Billable
458,17,2,2023-08-02,5.3,Billable
459,17,2,2023-08-03,5.1,Billable
460,17,2,2023-08-04,5.8,Billable
461,17,2,2023-08-07,5.2,Billable
462,17,2,2023-08-09,4.6,Billable
463,17,2,2023-08-10,6.0,Billable
464,17,2,2023-08-11,6.5,Non-billable
465,17,2,2023-08-14,5.9,Billable
466,17,2,2023-08-15,5.7,Billable
467,17,2,2023-08-16,6.2,Billable
468,17,2,2023-08-17,5.9,Billable
469,17,2,2023-08-18,4.8,Billable
470,17,2,2023-08-21,5.1,Billable
471,17,2,2023-08-23,4.8,Billable
472,17,2,2023-08-25,6.0,Billable
473,17,2,2023-08-28,4.7,Billable
474,17,2,2023-08-29,4.8,Billable
475,17,2,2023-08-30,4.9,Billable
476,17,2,2023-08-31,4.9,Billable
477,17,2,2023-09-01,5.4,Billable
478,17,2,2023-09-04,6.2,Billable
479,17,2,2023-09-05,5.2,Billable
480,17,2,2023-09-07,6.5,Billable
481,17,2,2023-09-08,6.2,Billable
482,17,2,2023-09-11,5.4,Billable
483,17,2,2023-09-12,7.1,Non-billable
484,17,2,2023-09-13,6.4,Billable
485,17,2,2023-09-15,5.5,Billable
486,17,2,2023-09-18,6.1,Billable
487,17,2,2023-09-19,7.0,Billable
488,17,2,2023-09-21,6.6,Billable
489,17,2,2023-09-22,5.7,Non-billable
490,17,2,2023-09-25,6.7,Non-billable
491,17,2,2023-09-26,6.9,Billable
492,17,2,2023-09-27,5.6,Non-billable
493,17,2,2023-09-28,5.7,Billable
494,17,2,2023-09-29,6.5,Billable
495,17,2,2023-10-03,5.9,Billable
496,17,2,2023-10-04,6.5,Billable
497,17,2,2023-10-05,5.9,Billable
498,17,2,2023-10-09,5.4,Billable
499,17,2,2023-10-10,6.9,Billable
500,17,2,2023-10-11,5.4,Billable
501,17,2,2023-10-12,6.3,Billable
502,17,2,2023-10-13,6.5,Billable
503,17,2,2023-10-16,6.0,Billable
504,17,2,2023-10-17,7.0,Billable
505,17,2,2023-10-18,7.0,Billable
506,17,2,2023-10-19,5.8,Billable
507,17,2,2023-10-20,6.1,Billable
508,17,2,2023-10-23,6.4,Billable
509,17,2,2023-10-24,5.9,Billable
510,17,2,2023-10-25,5.6,Non-billable
511,17,2,2023-10-26,5.7,Billable
512,17,2,2023-10-27,6.3,Billable
513,17,2,2023-10-30,7.1,Non-billable
514,17,2,2023-11-01,5.4,Billable
515,17,2,2023-11-02,6.0,Billable
516,17,2,2023-11-03,6.3,Billable
517,17,2,2023-11-06,6.4,Billable
518,17,2,2023-11-07,5.3,Billable
519,17,2,2023-11-09,5.5,Billable
520,17,2,2023-11-10,5.4,Billable
521,17,2,2023-11-13,7.0,Billable
522,17,2,2023-11-14,5.9,Billable
523,17,2,2023-11-15,6.4,Billable
524,17,2,2023-11-16,5.2,Billable
525,17,2,2023-11-17,5.4,Billable
526,17,2,2023-11-20,5.1,Billable
527,17,2,2023-11-22,6.6,Billable
528,17,2,2023-11-23,5.9,Billable
529,17,2,2023-11-27,6.1,Billable
530,17,2,2023-11-28,6.6,Billable
531,17,2,2023-11-29,7.2,Billable
532,17,2,2023-11-30,6.5,Non-billable
533,17,2,2023-12-01,4.9,Billable
534,17,2,2023-12-05,5.4,Billable
535,17,2,2023-12-06,5.2,Billable
536,22,2,2023-07-05,6.9,Billable
537,22,2,2023-07-06,8.1,Billable
538,22,2,2023-07-07,6.4,Billable
539,22,2,2023-07-10,8.0,Billable
540,22,2,2023-07-11,8.3,Billable
541,22,2,2023-07-14,8.6,Non-billable
542,22,2,2023-07-17,6.1,Billable
543,22,2,2023-07-18,7.3,Billable
544,22,2,2023-07-19,7.6,Billable
545,22,2,2023-07-20,7.5,Billable
546,22,2,2023-07-21,7.1,Billable
547,22,2,2023-07-24,7.1,Billable
548,22,2,2023-07-25,6.7,Billable
549,22,2,2023-07-26,7.4,Billable
550,22,2,2023-07-27,8.5,Billable
551,22,2,2023-07-28,7.6,Billable
552,22,2,2023-07-31,7.6,Non-billable
553,22,2,2023-08-01,7.5,Billable
554,22,2,2023-08-03,7.7,Billable
555,22,2,2023-08-07,6.5,Billable
556,22,2,2023-08-08,8.6,Billable
557,22,2,2023-08-09,7.2,Billable
558,22,2,2023-08-10,6.2,Billable
559,22,2,2023-08-11,8.4,Billable
560,22,2,2023-08-14,8.2,Billable
561,22,2,2023-08-15,6.2,Billable
562,22,2,2023-08-16,6.4,Billable
563,22,2,2023-08-17,6.3,Non-billable
564,22,2,2023-08-18,8.1,Billable
565,22,2,2023-08-21,7.7,Billable
566,22,2,2023-08-22,6.9,Billable
567,22,2,2023-08-24,8.0,Billable
568,22,2,2023-08-25,6.5,Billable
569,22,2,2023-08-29,7.7,Non-billable
570,22,2,2023-08-30,6.9,Billable
571,22,2,2023-08-31,8.6,Billable
572,22,2,2023-09-01,8.9,Billable
573,22,2,2023-09-05,9.3,Billable
574,22,2,2023-09-06,8.1,Non-billable
575,22,2,2023-09-07,8.0,Non-billable
576,22,2,2023-09-08,8.8,Billable
577,22,2,2023-09-12,8.3,Billable
578,22,2,2023-09-13,9.2,Billable
579,22,2,2023-09-18,7.7,Non-billable
580,22,2,2023-09-19,8.7,Billable
581,22,2,2023-09-20,8.8,Billable
582,22,2,2023-09-22,7.0,Billable
583,22,2,2023-09-25,8.4,Billable
584,22,2,2023-09-27,7.1,Billable
585,22,2,2023-09-28,7.2,Billable
586,22,2,2023-09-29,7.8,Billable
587,22,2,2023-10-03,8.9,Billable
588,22,2,2023-10-04,9.0,Billable
589,22,2,2023-10-05,9.0,Billable
590,22,2,2023-10-06,8.5,Billable
591,22,2,2023-10-09,8.7,Billable
592,22,2,2023-10-10,9.4,Billable
593,22,2,2023-10-11,6.8,Billable
594,22,2,2023-10-12,8.6,Non-billable
595,22,2,2023-10-13,7.6,Billable
596,22,2,2023-10-16,8.1,Billable
597,22,2,2023-10-18,7.5,Billable
598,22,2,2023-10-19,7.5,Billable
599,22,2,2023-10-20,7.1,Non-billable
600,22,2,2023-10-23,8.3,Billable
601,22,2,2023-10-24,8.4,Billable
602,22,2,2023-10-25,8.5,Billable
603,22,2,2023-10-26,7.9,Billable
604,22,2,2023-10-27,8.7,Billable
605,22,2,2023-10-30,7.5,Billable
606,22,2,2023-10-31,6.9,Billable
607,22,2,2023-11-01,7.9,Billable
608,22,2,2023-11-02,7.4,Billable
609,22,2,2023-11-06,9.3,Billable
610,22,2,2023-11-08,7.8,Non-billable
611,22,2,2023-11-09,6.9,Billable
612,22,2,2023-11-10,9.3,Non-billable
613,22,2,2023-11-13,8.9,Billable
614,22,2,2023-11-15,8.5,Billable
615,22,2,2023-11-16,9.0,Billable
616,22,2,2023-11-17,9.3,Billable
617,22,2,2023-11-20,8.8,Billable
618,22,2,2023-11-21,7.5,Billable
619,22,2,2023-11-22,8.7,Billable
620,22,2,2023-11-23,8.2,Billable
621,22,2,2023-11-24,7.4,Non-billable
622,22,2,2023-11-27,8.4,Billable
623,22,2,2023-11-28,7.8,Billable
624,22,2,2023-11-30,8.0,Billable
625,22,2,2023-12-04,7.8,Billable
626,22,2,2023-12-05,7.3,Billable
627,22,2,2023-12-06,7.4,Billable
628,22,2,2023-12-07,7.7,Billable
629,22,2,2023-12-08,7.3,Billable
630,22,2,2023-12-11,7.2,Billable
631,22,2,2023-12-12,6.7,Billable
632,22,2,2023-12-14,7.3,Billable
633,22,2,2023-12-15,8.0,Billable
634,22,2,2023-12-18,6.1,Non-billable
635,22,2,2023-12-19,7.4,Billable
636,22,2,2023-12-20,6.5,Billable
637,22,2,2023-12-21,7.0,Billable
638,22,2,2023-12-22,7.5,Billable
639,22,2,2023-12-25,7.2,Billable
640,22,2,2023-12-26,5.8,Billable
641,22,2,2023-12-27,7.0,Non-billable
642,22,2,2023-12-28,6.3,Billable
643,22,2,2023-12-29,6.7,Billable
644,22,2,2024-01-01,9.4,Billable
645,22,2,2024-01-02,9.1,Billable
646,22,2,2024-01-03,8.9,Billable
647,22,2,2024-01-04,9.3,Billable
648,22,2,2024-01-05,7.8,Billable
649,22,2,2024-01-08,8.9,Billable
650,22,2,2024-01-09,8.0,Billable
651,22,2,2024-01-10,7.9,Billable
652,22,2,2024-01-11,8.9,Billable
653,22,2,2024-01-15,9.5,Billable
654,22,2,2024-01-16,9.3,Billable
655,22,2,2024-01-19,6.9,Non-billable
656,22,2,2024-01-22,7.1,Billable
